time,peak
1003,0.9772166949029675
1606,0.9638399569519235
2209,0.9508859820097063
2811,0.9478459609844027
3414,0.9391906144983472
4017,0.9264141354758664
4620,0.9163162312421349
5223,0.9189447844535039
5825,0.9163662528195151
6428,0.9182509367672618
7031,0.9189141260673678
7634,0.9153884116616944
8236,0.9033558019028364
8839,0.9154110020514792
9442,0.9148494695054039
10045,0.9106637929981654
10648,0.9068540851209138
11250,0.9009370165966101
11853,0.909456820743958
12456,0.906234463001107
13059,0.9082175765043434
13661,0.9012177828696476
14264,0.8965560945776615
14867,0.9016744314631513
15470,0.9079222878378729
16073,0.8978840867771439
16675,0.9045805237490177
17278,0.8979260403581726
17881,0.8965044594010109
18484,0.8960800827929138
19086,0.9060537398828297
19689,0.9003157808775327
20292,0.899893017868706
20895,0.8981664666494518
21498,0.9033122347225374
22100,0.8960687875980216
22703,0.9032331683582911
23306,0.9064426173069795
23909,0.8945278002948553
24512,0.9075366376122638
25114,0.899396029293444
25717,0.8976000933055656
26320,0.9020149009091912
26923,0.8929497002084716
27525,0.8969433584025409
28128,0.9033654834984584
28731,0.8990733094393778
29334,0.9040593311847006
29937,0.9045676149548548
30539,0.893892042182345
31142,0.8951958303927724
31745,0.8982148746275618
32348,0.895061901653335
32950,0.9045950461424503
33553,0.9041319431518655
34156,0.8966690465265846
34759,0.9077189743298114
35362,0.9006336599337879
35964,0.9030943988210426
36567,0.9020326505011649
