time,peak
465,0.9805559650227322
617,0.9773932963617699
769,0.9725581714914193
921,0.9683930143897191
1073,0.9656050734976112
1224,0.9624484006167414
1376,0.9619451414947526
1528,0.957061622042334
1680,0.9583035442978638
1832,0.9546942644055985
1984,0.9511306562823599
2135,0.9476209662475138
2287,0.9476133759194098
2439,0.9447523464180461
2591,0.9481615120325811
2743,0.9465936340098953
2894,0.9435905529458656
3046,0.9429496454902215
3198,0.9408768179449314
3350,0.9412119775590312
3502,0.9430061915375151
3654,0.9417092868302998
3806,0.9437446829351401
3957,0.9401499057416006
4109,0.9420009573190498
4261,0.9371472480265733
4413,0.9396149893001077
4565,0.9403547487478104
4717,0.9376288624323499
4868,0.9371526607033231
5020,0.9405580810770375
5172,0.9388556509595087
5324,0.9387817945309546
5476,0.9370998489137392
5628,0.9394036512814907
5779,0.9400035348209523
