time,peak
465,0.9804279341083247
617,0.97799754936008
769,0.9727663232742018
921,0.9803708369844422
1073,0.9695965570837158
1224,0.9640342597714538
1376,0.9606111293224594
1528,0.9623076487594239
1680,0.9617238616783411
1832,0.9610285303476721
1984,0.9539083122620641
2135,0.9530906938523117
2287,0.9475005226939567
2439,0.9495178892508562
2591,0.9505344698997652
2743,0.9491891898668141
2894,0.9473086872584129
3046,0.9468262485119373
3198,0.9500046901574546
3350,0.9420316594309606
3502,0.9415541598300272
3654,0.9455454348531239
3806,0.9432273968716443
3957,0.9412249981058775
4109,0.9432208432945879
4261,0.9419878273334231
4413,0.9460396783077988
4565,0.9431069196849344
4717,0.9427452832667896
4868,0.9415982794805586
5020,0.9452427956639389
5172,0.9420696502559169
5324,0.9398569825920963
5476,0.9437113917872632
5628,0.9433140818829953
5779,0.9412578449272762
