time,peak
436,0.9880044967203194
588,0.9831895428921245
740,0.9819910486816158
892,0.9773522451149215
1043,0.9733759193551614
1195,0.9687540616064421
1347,0.9659443081622565
1499,0.9642545847234288
1651,0.9648697786705879
1803,0.9614383024189975
1955,0.957007665717513
2106,0.9581741866485393
2258,0.9567652072229094
2410,0.9581046976111465
2562,0.9559610158696511
2714,0.974993968401986
2866,0.9541305360476533
3017,0.9485728145446006
3169,0.9500532114394925
3321,0.9491223178807757
3473,0.9523501803411457
3625,0.9505141177391132
3777,0.9466244787197614
3929,0.9495134197829335
4080,0.9455874488653606
4232,0.9467933172623106
4384,0.9476579922589987
4536,0.9455992995527394
4688,0.9457751697180751
4840,0.9432251984140287
4992,0.947951468557216
5143,0.9445337049272221
5295,0.9460619448666787
5447,0.9486369354080134
5599,0.9433204240573049
5751,0.9460255797196329
