time,peak
647,1.000821913506275
951,0.9930636040992498
1255,1.000821913506275
1559,0.9930636040992498
1863,1.000821913506275
2167,0.9930636040992498
2471,0.9930636040992498
2776,0.9930636040992498
3080,1.000821913506275
3385,0.9930636040992498
3689,0.9930636040992498
3994,0.9853052946922243
4298,0.9930636040992498
4603,0.9930636040992498
4907,0.9930636040992498
5211,0.9930636040992498
5515,0.9930636040992498
5820,0.9930636040992498
6125,0.9930636040992498
6430,0.9853052946922243
6734,0.9853052946922243
7039,0.9930636040992498
7343,0.9853052946922243
7648,0.9930636040992498
7952,0.9853052946922243
8256,0.9853052946922243
8560,0.9930636040992498
8864,0.9853052946922243
9168,0.9853052946922243
9472,0.9853052946922243
9777,0.9853052946922243
10081,0.9853052946922243
10386,0.9930636040992498
10690,0.9930636040992498
10993,0.9930636040992498
11297,0.9853052946922243
11602,0.9853052946922243
11907,0.9853052946922243
12211,0.9930636040992498
12516,0.9930636040992498
12821,0.9853052946922243
13125,0.9853052946922243
13428,0.9853052946922243
13733,0.9930636040992498
14037,0.9853052946922243
14341,0.9853052946922243
14645,0.9930636040992498
14949,0.9930636040992498
15253,0.9853052946922243
15557,0.9930636040992498
15862,0.9930636040992498
16166,0.9930636040992498
16470,0.9853052946922243
16774,0.9853052946922243
17078,0.9853052946922243
17382,0.9853052946922243
17686,0.9853052946922243
17990,0.9853052946922243
18295,0.9853052946922243
18599,0.9853052946922243
18903,0.9853052946922243
19207,0.9853052946922243
19511,0.9853052946922243
19815,0.9853052946922243
20119,0.9853052946922243
20423,0.9853052946922243
20728,0.9853052946922243
21032,0.9853052946922243
21335,0.9930636040992498
21640,0.9853052946922243
21944,0.9853052946922243
22248,0.9853052946922243
22553,0.9853052946922243
22857,0.9853052946922243
23161,0.9853052946922243
23465,0.9853052946922243
23769,0.9853052946922243
24073,0.9853052946922243
24377,0.9853052946922243
24681,0.9853052946922243
24986,0.9930636040992498
25290,0.9853052946922243
25595,0.9853052946922243
25899,0.9853052946922243
26204,0.9853052946922243
26508,0.9853052946922243
26812,0.9853052946922243
27116,0.9853052946922243
27421,0.9853052946922243
27725,0.9853052946922243
28030,0.9853052946922243
28335,0.9930636040992498
28639,0.9853052946922243
28943,0.9853052946922243
29247,0.9930636040992498
29551,0.9930636040992498
29855,0.9853052946922243
30160,0.9853052946922243
30464,0.9853052946922243
30769,0.9930636040992498
31073,0.9853052946922243
31378,0.9853052946922243
31682,0.9853052946922243
31986,0.9853052946922243
32290,0.9853052946922243
32595,0.9853052946922243
32899,0.9853052946922243
33204,0.9853052946922243
33508,0.9853052946922243
33814,0.9853052946922243
34118,0.9853052946922243
34423,0.9853052946922243
34727,0.9853052946922243
35031,0.9853052946922243
35335,0.9853052946922243
35640,0.9853052946922243
35944,0.9853052946922243
36248,0.9853052946922243
36552,0.9853052946922243
36856,0.9930636040992498
