time,peak
978,0.7713291033467639
1581,0.6680985073558023
2183,0.5919217823921994
2786,0.5272903876429278
3389,0.46805741715108673
3992,0.4173552668289599
4595,0.3803185211349144
5197,0.3449022383202223
5800,0.31336870432153313
6403,0.2852968981828948
7006,0.2625393121104964
7608,0.24139844650895412
8211,0.22109962281931603
8814,0.20477336574961724
9417,0.1882899275230298
10019,0.17362623542827976
10622,0.16210560511003086
11225,0.15010295257732303
11828,0.13910981473677597
12431,0.12753342253191666
13033,0.11829678411960182
13636,0.11170172474514296
14239,0.10157083782238586
14842,0.09523044934617184
15444,0.08766273800325124
16047,0.08278207596142943
16650,0.0766860667600925
17253,0.07075977578411052
17856,0.06601122076224522
18458,0.06093782468280982
19061,0.05701783890225825
19664,0.05280613237933822
20267,0.048971660632951185
20869,0.04527266407416837
21472,0.04295442913048357
22075,0.04071665596949179
22678,0.03821186196221398
23281,0.036194142420866666
23883,0.03206813705253586
24486,0.029652038126645304
25089,0.028285497663837218
25692,0.02679826452698944
26295,0.024627667598525173
26897,0.022991112362633154
27500,0.021472442994407627
28103,0.0207065590954245
28706,0.018993658726186465
29308,0.017123764320484475
29911,0.007049219357654969
30514,0.006775387327903631
31117,0.006929930086801878
31720,0.005464777160088436
32322,0.0053372171664562325
32925,0.005484275108359667
33528,0.004831131265359323
34131,0.00439761066502603
34733,0.0036294251848170023
35336,0.0033085885043389893
35939,0.0030308830817930453
36542,0.0027465723082491906
9543,1.265010791479221e-05
9695,6.925401772520092e-06
9847,1.2675631140744149e-05
9999,4.598465729078962e-06
10151,8.522830127572369e-06
10302,1.0794734054059936e-05
10454,1.7314215488914727e-05
10606,-5.410137996027182e-06
10758,2.051120537186277e-06
10910,-1.4215894205999374e-05
11062,1.238748439849052e-05
11213,-1.7322205531056576e-06
