sequencing_run_name,sample_name,fq_dir,r1_file,r2_file,reaction_group,temperature,replicate,reaction_time,probe,probe_concentration,RT,treated,buffer,construct,done_by
240424_Lucks24_fourU_DMS_BATCH5-6,003_fourU_WT_18c_a_3_p,/Volumes/MiniVault/LucksLab Dropbox/LucksLab/Group_Members/EKC/Projects/EKC.01_SHAPE_Standardization/Experiments/01.065.refactoring_data_analysis/demo_folder/demo_data/probe_data,003_fourU_WT_18c_a_3_p_S99.sub5k_R1.fastq.gz,003_fourU_WT_18c_a_3_p_S99.sub5k_R2.fastq.gz,18_1,18,1,18780,dms,0.015852692,MRT,1,pH6.5_A,4U_wt,EKC
240424_Lucks24_fourU_DMS_BATCH5-6,004_fourU_WT_18c_a_4_p,/Volumes/MiniVault/LucksLab Dropbox/LucksLab/Group_Members/EKC/Projects/EKC.01_SHAPE_Standardization/Experiments/01.065.refactoring_data_analysis/demo_folder/demo_data/probe_data,004_fourU_WT_18c_a_4_p_S100.sub5k_R1.fastq.gz,004_fourU_WT_18c_a_4_p_S100.sub5k_R2.fastq.gz,18_1,18,1,34980,dms,0.015852692,MRT,1,pH6.5_A,4U_wt,EKC
240424_Lucks24_fourU_DMS_BATCH5-6,005_fourU_WT_18c_a_5_p,/Volumes/MiniVault/LucksLab Dropbox/LucksLab/Group_Members/EKC/Projects/EKC.01_SHAPE_Standardization/Experiments/01.065.refactoring_data_analysis/demo_folder/demo_data/probe_data,005_fourU_WT_18c_a_5_p_S101.sub5k_R1.fastq.gz,005_fourU_WT_18c_a_5_p_S101.sub5k_R2.fastq.gz,18_1,18,1,49620,dms,0.015852692,MRT,1,pH6.5_A,4U_wt,EKC
240424_Lucks24_fourU_DMS_BATCH5-6,006_fourU_WT_18c_a_6_p,/Volumes/MiniVault/LucksLab Dropbox/LucksLab/Group_Members/EKC/Projects/EKC.01_SHAPE_Standardization/Experiments/01.065.refactoring_data_analysis/demo_folder/demo_data/probe_data,006_fourU_WT_18c_a_6_p_S102.sub5k_R1.fastq.gz,006_fourU_WT_18c_a_6_p_S102.sub5k_R2.fastq.gz,18_1,18,1,61920,dms,0.015852692,MRT,1,pH6.5_A,4U_wt,EKC
240424_Lucks24_fourU_DMS_BATCH5-6,013_fourU_WT_20c_a_1_p,/Volumes/MiniVault/LucksLab Dropbox/LucksLab/Group_Members/EKC/Projects/EKC.01_SHAPE_Standardization/Experiments/01.065.refactoring_data_analysis/demo_folder/demo_data/probe_data,013_fourU_WT_20c_a_1_p_S109.sub5k_R1.fastq.gz,013_fourU_WT_20c_a_1_p_S109.sub5k_R2.fastq.gz,20_1,20,1,3240,dms,0.015852692,MRT,1,pH6.5_A,4U_wt,EKC
240424_Lucks24_fourU_DMS_BATCH5-6,014_fourU_WT_20c_a_2_p,/Volumes/MiniVault/LucksLab Dropbox/LucksLab/Group_Members/EKC/Projects/EKC.01_SHAPE_Standardization/Experiments/01.065.refactoring_data_analysis/demo_folder/demo_data/probe_data,014_fourU_WT_20c_a_2_p_S110.sub5k_R1.fastq.gz,014_fourU_WT_20c_a_2_p_S110.sub5k_R2.fastq.gz,20_1,20,1,8100,dms,0.015852692,MRT,1,pH6.5_A,4U_wt,EKC
240424_Lucks24_fourU_DMS_BATCH5-6,015_fourU_WT_20c_a_3_p,/Volumes/MiniVault/LucksLab Dropbox/LucksLab/Group_Members/EKC/Projects/EKC.01_SHAPE_Standardization/Experiments/01.065.refactoring_data_analysis/demo_folder/demo_data/probe_data,015_fourU_WT_20c_a_3_p_S111.sub5k_R1.fastq.gz,015_fourU_WT_20c_a_3_p_S111.sub5k_R2.fastq.gz,20_1,20,1,15720,dms,0.015852692,MRT,1,pH6.5_A,4U_wt,EKC
240424_Lucks24_fourU_DMS_BATCH5-6,016_fourU_WT_20c_a_4_p,/Volumes/MiniVault/LucksLab Dropbox/LucksLab/Group_Members/EKC/Projects/EKC.01_SHAPE_Standardization/Experiments/01.065.refactoring_data_analysis/demo_folder/demo_data/probe_data,016_fourU_WT_20c_a_4_p_S112.sub5k_R1.fastq.gz,016_fourU_WT_20c_a_4_p_S112.sub5k_R2.fastq.gz,20_1,20,1,27180,dms,0.015852692,MRT,1,pH6.5_A,4U_wt,EKC
240424_Lucks24_fourU_DMS_BATCH5-6,017_fourU_WT_20c_a_5_p,/Volumes/MiniVault/LucksLab Dropbox/LucksLab/Group_Members/EKC/Projects/EKC.01_SHAPE_Standardization/Experiments/01.065.refactoring_data_analysis/demo_folder/demo_data/probe_data,017_fourU_WT_20c_a_5_p_S113.sub5k_R1.fastq.gz,017_fourU_WT_20c_a_5_p_S113.sub5k_R2.fastq.gz,20_1,20,1,38100,dms,0.015852692,MRT,1,pH6.5_A,4U_wt,EKC
240424_Lucks24_fourU_DMS_BATCH5-6,018_fourU_WT_20c_a_6_p,/Volumes/MiniVault/LucksLab Dropbox/LucksLab/Group_Members/EKC/Projects/EKC.01_SHAPE_Standardization/Experiments/01.065.refactoring_data_analysis/demo_folder/demo_data/probe_data,018_fourU_WT_20c_a_6_p_S114.sub5k_R1.fastq.gz,018_fourU_WT_20c_a_6_p_S114.sub5k_R2.fastq.gz,20_1,20,1,52500,dms,0.015852692,MRT,1,pH6.5_A,4U_wt,EKC
240424_Lucks24_fourU_DMS_BATCH5-6,025_fourU_WT_25c_a_1_p,/Volumes/MiniVault/LucksLab Dropbox/LucksLab/Group_Members/EKC/Projects/EKC.01_SHAPE_Standardization/Experiments/01.065.refactoring_data_analysis/demo_folder/demo_data/probe_data,025_fourU_WT_25c_a_1_p_S121.sub5k_R1.fastq.gz,025_fourU_WT_25c_a_1_p_S121.sub5k_R2.fastq.gz,25_4,25,3,1620,dms,0.015852692,MRT,1,pH6.5_A,4U_wt,EKC
240424_Lucks24_fourU_DMS_BATCH5-6,026_fourU_WT_25c_a_2_p,/Volumes/MiniVault/LucksLab Dropbox/LucksLab/Group_Members/EKC/Projects/EKC.01_SHAPE_Standardization/Experiments/01.065.refactoring_data_analysis/demo_folder/demo_data/probe_data,026_fourU_WT_25c_a_2_p_S122.sub5k_R1.fastq.gz,026_fourU_WT_25c_a_2_p_S122.sub5k_R2.fastq.gz,25_4,25,3,4560,dms,0.015852692,MRT,1,pH6.5_A,4U_wt,EKC
240424_Lucks24_fourU_DMS_BATCH5-6,027_fourU_WT_25c_a_3_p,/Volumes/MiniVault/LucksLab Dropbox/LucksLab/Group_Members/EKC/Projects/EKC.01_SHAPE_Standardization/Experiments/01.065.refactoring_data_analysis/demo_folder/demo_data/probe_data,027_fourU_WT_25c_a_3_p_S123.sub5k_R1.fastq.gz,027_fourU_WT_25c_a_3_p_S123.sub5k_R2.fastq.gz,25_4,25,3,8640,dms,0.015852692,MRT,1,pH6.5_A,4U_wt,EKC
240424_Lucks24_fourU_DMS_BATCH5-6,028_fourU_WT_25c_a_4_p,/Volumes/MiniVault/LucksLab Dropbox/LucksLab/Group_Members/EKC/Projects/EKC.01_SHAPE_Standardization/Experiments/01.065.refactoring_data_analysis/demo_folder/demo_data/probe_data,028_fourU_WT_25c_a_4_p_S124.sub5k_R1.fastq.gz,028_fourU_WT_25c_a_4_p_S124.sub5k_R2.fastq.gz,25_4,25,3,14705,dms,0.015852692,MRT,1,pH6.5_A,4U_wt,EKC
240424_Lucks24_fourU_DMS_BATCH5-6,029_fourU_WT_25c_a_5_p,/Volumes/MiniVault/LucksLab Dropbox/LucksLab/Group_Members/EKC/Projects/EKC.01_SHAPE_Standardization/Experiments/01.065.refactoring_data_analysis/demo_folder/demo_data/probe_data,029_fourU_WT_25c_a_5_p_S125.sub5k_R1.fastq.gz,029_fourU_WT_25c_a_5_p_S125.sub5k_R2.fastq.gz,25_4,25,3,20643,dms,0.015852692,MRT,1,pH6.5_A,4U_wt,EKC
240424_Lucks24_fourU_DMS_BATCH5-6,030_fourU_WT_25c_a_6_p,/Volumes/MiniVault/LucksLab Dropbox/LucksLab/Group_Members/EKC/Projects/EKC.01_SHAPE_Standardization/Experiments/01.065.refactoring_data_analysis/demo_folder/demo_data/probe_data,030_fourU_WT_25c_a_6_p_S126.sub5k_R1.fastq.gz,030_fourU_WT_25c_a_6_p_S126.sub5k_R2.fastq.gz,25_4,25,3,28440,dms,0.015852692,MRT,1,pH6.5_A,4U_wt,EKC
240424_Lucks24_fourU_DMS_BATCH5-6,037_fourU_WT_37c_b_1_p,/Volumes/MiniVault/LucksLab Dropbox/LucksLab/Group_Members/EKC/Projects/EKC.01_SHAPE_Standardization/Experiments/01.065.refactoring_data_analysis/demo_folder/demo_data/probe_data,037_fourU_WT_37c_b_1_p_S133.sub5k_R1.fastq.gz,037_fourU_WT_37c_b_1_p_S133.sub5k_R2.fastq.gz,37_4,37,4,420,dms,0.015852692,MRT,1,pH6.5_A,4U_wt,EKC
240424_Lucks24_fourU_DMS_BATCH5-6,038_fourU_WT_37c_b_2_p,/Volumes/MiniVault/LucksLab Dropbox/LucksLab/Group_Members/EKC/Projects/EKC.01_SHAPE_Standardization/Experiments/01.065.refactoring_data_analysis/demo_folder/demo_data/probe_data,038_fourU_WT_37c_b_2_p_S134.sub5k_R1.fastq.gz,038_fourU_WT_37c_b_2_p_S134.sub5k_R2.fastq.gz,37_4,37,4,1140,dms,0.015852692,MRT,1,pH6.5_A,4U_wt,EKC
240424_Lucks24_fourU_DMS_BATCH5-6,039_fourU_WT_37c_b_3_p,/Volumes/MiniVault/LucksLab Dropbox/LucksLab/Group_Members/EKC/Projects/EKC.01_SHAPE_Standardization/Experiments/01.065.refactoring_data_analysis/demo_folder/demo_data/probe_data,039_fourU_WT_37c_b_3_p_S135.sub5k_R1.fastq.gz,039_fourU_WT_37c_b_3_p_S135.sub5k_R2.fastq.gz,37_4,37,4,2190,dms,0.015852692,MRT,1,pH6.5_A,4U_wt,EKC
240424_Lucks24_fourU_DMS_BATCH5-6,040_fourU_WT_37c_b_4_p,/Volumes/MiniVault/LucksLab Dropbox/LucksLab/Group_Members/EKC/Projects/EKC.01_SHAPE_Standardization/Experiments/01.065.refactoring_data_analysis/demo_folder/demo_data/probe_data,040_fourU_WT_37c_b_4_p_S136.sub5k_R1.fastq.gz,040_fourU_WT_37c_b_4_p_S136.sub5k_R2.fastq.gz,37_4,37,4,3660,dms,0.015852692,MRT,1,pH6.5_A,4U_wt,EKC
240424_Lucks24_fourU_DMS_BATCH5-6,041_fourU_WT_37c_b_5_p,/Volumes/MiniVault/LucksLab Dropbox/LucksLab/Group_Members/EKC/Projects/EKC.01_SHAPE_Standardization/Experiments/01.065.refactoring_data_analysis/demo_folder/demo_data/probe_data,041_fourU_WT_37c_b_5_p_S137.sub5k_R1.fastq.gz,041_fourU_WT_37c_b_5_p_S137.sub5k_R2.fastq.gz,37_4,37,4,5100,dms,0.015852692,MRT,1,pH6.5_A,4U_wt,EKC
240424_Lucks24_fourU_DMS_BATCH5-6,042_fourU_WT_37c_b_6_p,/Volumes/MiniVault/LucksLab Dropbox/LucksLab/Group_Members/EKC/Projects/EKC.01_SHAPE_Standardization/Experiments/01.065.refactoring_data_analysis/demo_folder/demo_data/probe_data,042_fourU_WT_37c_b_6_p_S138.sub5k_R1.fastq.gz,042_fourU_WT_37c_b_6_p_S138.sub5k_R2.fastq.gz,37_4,37,4,7080,dms,0.015852692,MRT,1,pH6.5_A,4U_wt,EKC
240424_Lucks24_fourU_DMS_BATCH5-6,050_fourU_WT18c_a_6_m,/Volumes/MiniVault/LucksLab Dropbox/LucksLab/Group_Members/EKC/Projects/EKC.01_SHAPE_Standardization/Experiments/01.065.refactoring_data_analysis/demo_folder/demo_data/probe_data,050_fourU_WT18c_a_6_m_S146.sub5k_R1.fastq.gz,050_fourU_WT18c_a_6_m_S146.sub5k_R2.fastq.gz,18_1,18,1,61920,etoh,0,MRT,0,pH6.5_A,4U_wt,EKC
240424_Lucks24_fourU_DMS_BATCH5-6,053_fourU_WT10c_a_6_m,/Volumes/MiniVault/LucksLab Dropbox/LucksLab/Group_Members/EKC/Projects/EKC.01_SHAPE_Standardization/Experiments/01.065.refactoring_data_analysis/demo_folder/demo_data/probe_data,053_fourU_WT10c_a_6_m_S149.sub5k_R1.fastq.gz,053_fourU_WT10c_a_6_m_S149.sub5k_R2.fastq.gz,10_1,10,1,191040,etoh,0,MRT,0,pH6.5_A,4U_wt,EKC
240424_Lucks24_fourU_DMS_BATCH5-6,062_fourU_WT20c_a_6_m,/Volumes/MiniVault/LucksLab Dropbox/LucksLab/Group_Members/EKC/Projects/EKC.01_SHAPE_Standardization/Experiments/01.065.refactoring_data_analysis/demo_folder/demo_data/probe_data,062_fourU_WT20c_a_6_m_S158.sub5k_R1.fastq.gz,062_fourU_WT20c_a_6_m_S158.sub5k_R2.fastq.gz,20_1,20,1,52500,etoh,0,MRT,0,pH6.5_A,4U_wt,EKC
240424_Lucks24_fourU_DMS_BATCH5-6,065_fourU_WT15c_a_6_m,/Volumes/MiniVault/LucksLab Dropbox/LucksLab/Group_Members/EKC/Projects/EKC.01_SHAPE_Standardization/Experiments/01.065.refactoring_data_analysis/demo_folder/demo_data/probe_data,065_fourU_WT15c_a_6_m_S161.sub5k_R1.fastq.gz,065_fourU_WT15c_a_6_m_S161.sub5k_R2.fastq.gz,15_1,15,1,100500,etoh,0,MRT,0,pH6.5_A,4U_wt,EKC
240424_Lucks24_fourU_DMS_BATCH5-6,066_fourU_WT70c_a_6_m,/Volumes/MiniVault/LucksLab Dropbox/LucksLab/Group_Members/EKC/Projects/EKC.01_SHAPE_Standardization/Experiments/01.065.refactoring_data_analysis/demo_folder/demo_data/probe_data,066_fourU_WT70c_a_6_m_S162.sub5k_R1.fastq.gz,066_fourU_WT70c_a_6_m_S162.sub5k_R2.fastq.gz,70_3,70,3,170,etoh,0,MRT,0,pH6.5_A,4U_wt,EKC
240424_Lucks24_fourU_DMS_BATCH5-6,074_fourU_WT25c_a_6_m,/Volumes/MiniVault/LucksLab Dropbox/LucksLab/Group_Members/EKC/Projects/EKC.01_SHAPE_Standardization/Experiments/01.065.refactoring_data_analysis/demo_folder/demo_data/probe_data,074_fourU_WT25c_a_6_m_S170.sub5k_R1.fastq.gz,074_fourU_WT25c_a_6_m_S170.sub5k_R2.fastq.gz,25_4,25,3,28440,etoh,0,MRT,0,pH6.5_A,4U_wt,EKC
240424_Lucks24_fourU_DMS_BATCH5-6,078_fourU_WT75c_a_6_m,/Volumes/MiniVault/LucksLab Dropbox/LucksLab/Group_Members/EKC/Projects/EKC.01_SHAPE_Standardization/Experiments/01.065.refactoring_data_analysis/demo_folder/demo_data/probe_data,078_fourU_WT75c_a_6_m_S174.sub5k_R1.fastq.gz,078_fourU_WT75c_a_6_m_S174.sub5k_R2.fastq.gz,75_3,75,3,120,etoh,0,MRT,0,pH6.5_A,4U_wt,EKC
240424_Lucks24_fourU_DMS_BATCH5-6,086_fourU_WT37c_a_6_m,/Volumes/MiniVault/LucksLab Dropbox/LucksLab/Group_Members/EKC/Projects/EKC.01_SHAPE_Standardization/Experiments/01.065.refactoring_data_analysis/demo_folder/demo_data/probe_data,086_fourU_WT37c_a_6_m_S182.sub5k_R1.fastq.gz,086_fourU_WT37c_a_6_m_S182.sub5k_R2.fastq.gz,37_4,37,4,7080,etoh,0,MRT,0,pH6.5_A,4U_wt,EKC
240424_Lucks24_fourU_DMS_BATCH5-6,090_fourU_WT80c_a_6_m,/Volumes/MiniVault/LucksLab Dropbox/LucksLab/Group_Members/EKC/Projects/EKC.01_SHAPE_Standardization/Experiments/01.065.refactoring_data_analysis/demo_folder/demo_data/probe_data,090_fourU_WT80c_a_6_m_S186.sub5k_R1.fastq.gz,090_fourU_WT80c_a_6_m_S186.sub5k_R2.fastq.gz,80_3,80,3,80,etoh,0,MRT,0,pH6.5_A,4U_wt,EKC
