time,peak
490,0.5071724515637913
612,0.42805868605348907
734,0.36159773672547485
856,0.30660885693759
977,0.2583403830644208
1099,0.21791820129167905
1221,0.18496826305268332
1343,0.15541967311338029
1465,0.131493033131304
1587,0.11070503467225437
1709,0.09359293616084187
1830,0.07730137552187366
1952,0.06598316462550603
2074,0.05636724875610704
2196,0.04505701756249523
2318,0.04000299801234688
2440,0.03186769105272991
2562,0.02789292630031397
2683,0.024596560965003244
2805,0.020815179321561836
2927,0.01602187162239064
3049,0.014250502293441474
3171,0.011371375665978605
3293,0.011106175232201244
