time,peak
483,0.6656691866233543
635,0.5887086467244557
787,0.5177754305350498
939,0.45562488603661916
1090,0.40153645347742767
1242,0.3538435551926887
1394,0.3104083039944673
1546,0.27211667114983573
1698,0.24040524433992866
1850,0.2122014480196062
2002,0.1861683945991687
2153,0.1642457040392652
2305,0.14386496602985405
2457,0.12652281489804812
2609,0.11276975376235171
2761,0.09929030140030992
2913,0.086204097921645
3065,0.07837299562608377
3216,0.06867523570951493
3368,0.06127907506283986
3520,0.0519835143787654
3672,0.04650816663003659
3824,0.04134540132706897
3976,0.03642701454367599
4127,0.031964868974157644
4279,0.028872919888522856
4431,0.02522434972422765
4583,0.022556012731634125
4735,0.019660631439908472
4887,0.01687412717985258
5039,0.015082584514096666
5190,0.0015492147957889932
5342,0.0013176726629865688
5494,0.001543878574985995
5646,0.0013500751927029585
5798,0.0015810848363806828
5899,0.006036908513737626
6051,0.007180570528502152
6203,0.00452493396801082
6355,0.005204560034479497
6506,0.0036585968212180034
6658,0.003952236249606408
6810,0.0043934091542072624
6962,0.003754150295213972
7114,0.002859240008580265
7266,0.0029516098773838344
7417,0.0024216812322939082
7569,0.0015385423541830966
7721,0.002155742567946295
7873,0.0015660278566627878
8025,0.0015282551174759002
8177,0.0011516493516352234
8329,0.0011194802107691337
8480,0.0010169307360389673
8632,0.0008758619043916136
8784,0.0007344917065587597
8936,0.00017014726967884436
9088,4.631918963854356e-05
9240,0.0004085494485453664
9391,0.0003006671518790017
9543,7.659244262949755e-05
9695,4.193113936425092e-05
9847,7.674697777122213e-05
9999,2.7842270193311337e-05
10151,5.1603067893493345e-05
10302,6.535873482703408e-05
10454,0.00010483215364176571
10606,-3.2756691632158564e-05
10758,1.2418892639399641e-05
10910,-8.607278836940251e-05
11062,7.500233946666422e-05
11213,-1.0488053084530614e-05
