time,peak
483,0.9806015808068914
635,0.9692844198576044
787,0.9659179251140662
939,0.9596029768221382
1090,0.9601837122996679
1242,0.9547438343023124
1394,0.9511751112719562
1546,0.9521462262996035
1698,0.9491563015602966
1850,0.9482022199945302
2002,0.946954538162035
2153,0.9442191467577017
2305,0.9295434586561342
2457,0.9380244803196631
2609,0.9347537253441734
2761,0.9332475841319278
2913,0.9256938993105589
3065,0.9396615346084672
3216,0.9372061872181883
3368,0.9394525930383744
3520,0.9403301648567023
3672,0.9378451102254162
3824,0.9332879793332833
3976,0.9352469733464821
4127,0.9361014144287435
4279,0.9318737379640014
4431,0.9293301341003114
4583,0.9330121521446126
4735,0.9376904412851461
4887,0.9298389454507017
5039,0.9332573207229742
5190,0.9247745087830272
5342,0.9214803373567294
5494,0.923430055772526
5646,0.9287366002233954
5798,0.934355534231416
