time,peak
490,0.9684669587853876
612,0.9598978485231984
734,0.9562408050771544
856,0.9572310405608822
977,0.9476053838754793
1099,0.9422670463529329
1221,0.9475101692880153
1343,0.947015639014634
1465,0.9470468547955412
1587,0.9434321925077176
1709,0.9455409332207708
1830,0.947294999893475
1952,0.9460670934328905
2074,0.9432421764974364
2196,0.9413788367142406
2318,0.9386992196546812
2440,0.9411441164877835
2562,0.9396102407491757
2683,0.9391114368039762
2805,0.9414105351826924
2927,0.9394188322945791
3049,0.9377876930294041
3171,0.9351567231274839
3293,0.9411778758135491
