time,peak
433,0.9807748844515466
585,0.9652225142337668
737,0.9614826904270847
889,0.9537905590766524
1040,0.9499143480534071
1192,0.9443259342049881
1344,0.9491876317645515
1496,0.9417982577119527
1648,0.9437948221547651
1800,0.9438219198292958
1951,0.9393303059396351
2103,0.9414366034199915
2255,0.940732308841854
2407,0.9344964389580981
2559,0.942073075780298
2711,0.9313177890855907
2862,0.9316445830499581
3014,0.933835593111726
3166,0.9298082439543904
3318,0.9284741748846859
3470,0.9316289530433324
3622,0.9331731234198731
3773,0.9367846199729641
3925,0.9322830792906727
4077,0.9274425262932833
4229,0.9386509468719418
4381,0.9309273569724057
4533,0.9350953959441848
4684,0.9328302589165898
4836,0.9303001189985971
4988,0.9320355673101164
5140,0.9326806132584862
5292,0.9310840462084446
5444,0.9247468064864687
5595,0.9266551271753666
5747,0.9254562422542221
5899,0.9300095662231269
6051,0.9245356226159787
6203,0.92816667050572
6355,0.9260982617655152
6506,0.9376783997369634
6658,0.9300744202805739
6810,0.930823005145434
6962,0.9349147105389746
7114,0.9228235906699218
7266,0.9309721253255594
7417,0.9280788337009162
7569,0.9288930707175963
7721,0.9309911047604252
7873,0.9294855994881167
8025,0.9342030375388517
8177,0.9325146155554074
8329,0.9248118946384285
8480,0.9379544791500042
8632,0.9301663641106271
8784,0.9269189921886387
8936,0.9262907822781188
9088,0.9256790725736584
9240,0.9380830484000323
9391,0.9258424616539177
9543,0.9303790039107032
9695,0.9336749380973375
9847,0.9248154198844881
9999,0.9355090893475645
10151,0.9250543069144722
10302,0.9341966172252101
10454,0.9291938930316718
10606,0.9275746721518804
10758,0.9235452526903307
10910,0.9275780512123368
11062,0.9316308722232408
11213,0.93623324936385
