time,peak
2786,0.9964013116460524
3389,0.9952245739761253
3992,0.9951175122524614
4595,0.9958259086837471
5197,0.9938170693164449
5800,0.9945180913008056
6403,0.9946290670224828
7006,0.9932779050279344
7608,0.9943574363648788
8211,0.9933294507325008
8814,0.9924209476330008
9417,0.9924244110988688
10019,0.9914609219589336
10622,0.9911200239952759
11225,0.990999178803788
11828,0.9908174443939771
12431,0.990372562002113
13033,0.9902880671118045
13636,0.9898779169268742
14239,0.9889463793657877
14842,0.9902682266013202
15444,0.989489110702333
16047,0.9885386729154854
16650,0.9887979813177814
17253,0.9876740122253866
17856,0.9882003403703608
18458,0.988446239407418
19061,0.9882574382802282
19664,0.9877290284353855
20267,0.9872165068882338
20869,0.987208376190922
21472,0.9866955569707456
22075,0.9862531333982911
22678,0.9862082340485222
23281,0.9866572657609936
23883,0.9858610970191718
24486,0.9859701951883592
25089,0.9861357496613673
25692,0.9851845133867438
26295,0.9848925645339033
26897,0.9854876068762708
27500,0.9857315127108454
28103,0.9857554603045483
28706,0.9855165616118311
29308,0.9860412907699496
29911,0.9859687550945372
30514,0.9861250545511739
31117,0.985585481967907
31720,0.9853383469844061
32322,0.9862682463382052
32925,0.9877898170884977
33528,0.9866081507175779
34131,0.9862980669402323
34733,0.9868079747975491
