time,peak
1112,0.9716119911191505
1716,0.9585769489266334
2322,0.9475472978406574
2925,0.9375203423079524
3530,0.9284960823285175
4133,0.9234826045621646
4737,0.9154610401360005
5341,0.9104475623696479
5945,0.905434084603295
6549,0.9034286934967541
7153,0.8984152157304013
7757,0.8974125201771308
8361,0.892399042410778
8966,0.890393651304237
9570,0.8893909557509664
10175,0.8863828690911548
10778,0.8853801735378843
11384,0.8843774779846137
11988,0.8833747824313433
12592,0.8823720868780727
13196,0.8812660805938619
13800,0.8811158146328577
14404,0.8807850404102671
15008,0.8799909035266859
15612,0.8790413227622631
16216,0.8793199126974792
16820,0.8785259161912755
17425,0.8787363529097358
18029,0.878301363524816
18633,0.8769751271946761
19237,0.8775995458235197
19841,0.877818777184678
20445,0.8760016552033056
21050,0.87598754527148
21654,0.8761296011612941
22258,0.8768179446397454
22863,0.8766021956402437
23467,0.8762776932783388
24071,0.8772091041966407
24676,0.877064843379305
25280,0.8753185076932113
25885,0.8767255973819847
26489,0.8763148692186719
27093,0.8767772191571537
27697,0.8759136265552929
28301,0.8768543495071981
28905,0.8761461516540964
29509,0.8759219439149073
30113,0.8763532393694089
30717,0.8771062406679173
31321,0.8748385042968185
31926,0.8763124005822197
32529,0.8768676382313656
33134,0.8759316580294273
33738,0.8772198671307095
34343,0.8770792761790989
34947,0.8745249433487909
35552,0.8756236881118048
36156,0.8756089083793496
36760,0.8748555360834864
