time,peak
780,0.9238322833474266
1054,0.9178527863678315
1177,0.9118732893882365
1300,0.9098801237283717
1423,0.9058937924086415
1546,0.904897209578709
1670,0.9019074610889117
1793,0.8999142954290467
1917,0.8979211297691816
2040,0.8939347984494517
2163,0.8969245469392492
2287,0.8949313812793841
2410,0.8969245469392492
2533,0.8939347984494517
2656,0.8965411256475923
2780,0.8937796663798131
2903,0.8937143882112868
3026,0.8962124117703846
3150,0.8931694128702351
3273,0.8953791220268849
3396,0.8962551143480643
3520,0.8927444599857236
3643,0.8965514243345567
