time,peak
1584,0.9189667749133247
1889,0.9029847440452667
2194,0.9029847440452667
2498,0.8949937286112379
2802,0.887002713177209
3107,0.8790116977431801
3411,0.8790116977431801
3715,0.8790116977431801
4019,0.8710206823091512
4323,0.8710206823091512
4627,0.8710206823091512
4933,0.8710206823091512
5238,0.8630296668751223
5542,0.8630296668751223
5846,0.8630296668751223
6151,0.8630296668751223
6455,0.8630296668751223
6759,0.8630296668751223
7063,0.8630296668751223
7367,0.8550386514410935
