time,peak_integral
178,4191.87
240,2495.68
302,1560.86
364,920.991
426,555.584
487,353.321
549,195.516
611,119.907
673,83.5892
735,58.5499
796,8.18762
858,5.28716
920,3.56852
982,3.85322
1044,4.37582
1105,2.74789
1167,-0.636662
1229,2.00694
