environment	name	version	build	license	url	sha256	md5
shapemapper_make	libcups	2.3.3	h36d4200_3	Apache-2.0	https://conda.anaconda.org/conda-forge/linux-64/libcups-2.3.3-h36d4200_3.conda	0ccd610207807f53328f137b2adc99c413f8e1dcd1302f0325412796a94eaaf7	c9f4416a34bc91e0eb029f912c68f81f
shapemapper_make	libcurl	7.88.1	hdc1c0ab_0	curl	https://conda.anaconda.org/conda-forge/linux-64/libcurl-7.88.1-hdc1c0ab_0.conda	abc7a5f4dad4559a1db998a58952226035f20977a186b68ce78bd4db4a6a6286	81eaeb3b35163c8e90e57532bc93754d
shapemapper_make	libdb	6.2.32	h9c3ff4c_0	AGPL-3.0-only	https://conda.anaconda.org/conda-forge/linux-64/libdb-6.2.32-h9c3ff4c_0.tar.bz2	21fac1012ff05b131d4b5d284003dbbe7b5c4c652aa9e401b46279ed5a784372	3f3258d8f841fbac63b36b75bdac1afd
shapemapper_make	libdeflate	1.17	h0b41bf4_0	MIT	https://conda.anaconda.org/conda-forge/linux-64/libdeflate-1.17-h0b41bf4_0.conda	f9983a8ea03531f2c14bce76c870ca325c0fddf0c4e872bff1f78bc52624179c	5cc781fd91968b11a8a7fdbee0982676
shapemapper_make	libedit	3.1.20191231	he28a2e2_2	BSD-2-Clause	https://conda.anaconda.org/conda-forge/linux-64/libedit-3.1.20191231-he28a2e2_2.tar.bz2	a57d37c236d8f7c886e01656f4949d9dcca131d2a0728609c6f7fa338b65f1cf	4d331e44109e3f0e19b4cb8f9b82f3e1
shapemapper_make	libev	4.33	h516909a_1	BSD-2-Clause	https://conda.anaconda.org/conda-forge/linux-64/libev-4.33-h516909a_1.tar.bz2	8c9635aa0ea28922877dc96358f9547f6a55fc7e2eb75a556b05f1725496baf9	6f8720dff19e17ce5d48cfe7f3d2f0a3
shapemapper_make	libevent	2.1.10	h28343ad_4	BSD-3-Clause	https://conda.anaconda.org/conda-forge/linux-64/libevent-2.1.10-h28343ad_4.tar.bz2	31ac7124c92628cd1c6bea368e38d7f43f8ec68d88128ecdc177773e6d00c60a	4a049fc560e00e43151dc51368915fdd
shapemapper_make	libffi	3.4.2	h7f98852_5	MIT	https://conda.anaconda.org/conda-forge/linux-64/libffi-3.4.2-h7f98852_5.tar.bz2	ab6e9856c21709b7b517e940ae7028ae0737546122f83c2aa5d692860c3b149e	d645c6d2ac96843a2bfaccd2d62b3ac3
shapemapper_make	libflac	1.4.2	h27087fc_0	BSD-3-Clause	https://conda.anaconda.org/conda-forge/linux-64/libflac-1.4.2-h27087fc_0.tar.bz2	095cfa4e2df8622b8f9eebec3c60710ea0f4732c64cd24769ccf9ed63fd45545	7daf72d8e2a8e848e11d63ed6d1026e0
shapemapper_make	libgcc	7.2.0	h69d50b8_2	GNU GPL 3+ with GCC Runtime Library	https://conda.anaconda.org/conda-forge/linux-64/libgcc-7.2.0-h69d50b8_2.tar.bz2	fe7f1ac1ce89f37d7314760bf17fad8198435443358d570f620fb1dec33ca051	9962126180acc1a4fec0c6aabe7c2459
shapemapper_make	libgcc-devel_linux-64	11.3.0	h210ce93_19	GPL-3.0-only WITH GCC-exception-3.1	https://conda.anaconda.org/conda-forge/linux-64/libgcc-devel_linux-64-11.3.0-h210ce93_19.tar.bz2	70b2c370cc616304f732eeb4014825390dbee044ecbc3875e968b0ea01bd7503	9b7bdb0b42ce4e4670d32bfe0532b56a
shapemapper_make	libgcc-ng	12.2.0	h65d4601_19	GPL-3.0-only WITH GCC-exception-3.1	https://conda.anaconda.org/conda-forge/linux-64/libgcc-ng-12.2.0-h65d4601_19.tar.bz2	f3899c26824cee023f1e360bd0859b0e149e2b3e8b1668bc6dd04bfc70dcd659	e4c94f80aef025c17ab0828cd85ef535
shapemapper_make	libgcrypt	1.10.1	h166bdaf_0	LGPL-2.1-or-later AND GPL-2.0-or-later	https://conda.anaconda.org/conda-forge/linux-64/libgcrypt-1.10.1-h166bdaf_0.tar.bz2	8fd7e6db1021cd9298d9896233454de204116840eb66a06fcb712e1015ff132a	f967fc95089cd247ceed56eda31de3a9
shapemapper_make	libgd	2.3.3	h5aea950_4	GD	https://conda.anaconda.org/conda-forge/linux-64/libgd-2.3.3-h5aea950_4.conda	6674781023188deeda7752e5dc429a54fd1639c9d61cbb25296cbbb55367884a	82ef57611ace65b59db35a9687264572
shapemapper_make	libgfortran-ng	12.2.0	h69a702a_19	GPL-3.0-only WITH GCC-exception-3.1	https://conda.anaconda.org/conda-forge/linux-64/libgfortran-ng-12.2.0-h69a702a_19.tar.bz2	c7d061f323e80fbc09564179073d8af303bf69b953b0caddcf79b47e352c746f	cd7a806282c16e1f2d39a7e80d3a3e0d
shapemapper_make	libgfortran5	12.2.0	h337968e_19	GPL-3.0-only WITH GCC-exception-3.1	https://conda.anaconda.org/conda-forge/linux-64/libgfortran5-12.2.0-h337968e_19.tar.bz2	03ea784edd12037dc3a7a0078ff3f9c3383feabb34d5ba910bb2fd7a21a2d961	164b4b1acaedc47ee7e658ae6b308ca3
shapemapper_make	libglib	2.74.1	h606061b_1	LGPL-2.1-or-later	https://conda.anaconda.org/conda-forge/linux-64/libglib-2.74.1-h606061b_1.tar.bz2	3cbad3d63cff2dd9ac1dc9cce54fd3d657f3aff53df41bfe5bae9d760562a5af	ed5349aa96776e00b34eccecf4a948fe
shapemapper_make	libgomp	12.2.0	h65d4601_19	GPL-3.0-only WITH GCC-exception-3.1	https://conda.anaconda.org/conda-forge/linux-64/libgomp-12.2.0-h65d4601_19.tar.bz2	81a76d20cfdee9fe0728b93ef057ba93494fd1450d42bc3717af4e468235661e	cedcee7c064c01c403f962c9e8d3c373
shapemapper_make	libgpg-error	1.46	h620e276_0	GPL-2.0-only	https://conda.anaconda.org/conda-forge/linux-64/libgpg-error-1.46-h620e276_0.conda	a2e3df80a5713b4143f7d276a9354d78f2b2927b22831dc24c3246a82674aaba	27e745f6f2e4b757e95dd7225fbe6bdb
shapemapper_make	libiconv	1.17	h166bdaf_0	GPL and LGPL	https://conda.anaconda.org/conda-forge/linux-64/libiconv-1.17-h166bdaf_0.tar.bz2	6a81ebac9f1aacdf2b4f945c87ad62b972f0f69c8e0981d68e111739e6720fd7	b62b52da46c39ee2bc3c162ac7f1804d
shapemapper_make	liblapack	3.9.0	16_linux64_openblas	BSD-3-Clause	https://conda.anaconda.org/conda-forge/linux-64/liblapack-3.9.0-16_linux64_openblas.tar.bz2	f5f30b8049dfa368599e5a08a4f35cb1966af0abc539d1fd1f50d93db76a74e6	955d993f41f9354bf753d29864ea20ad
shapemapper_make	libllvm15	15.0.7	hadd5161_0	Apache-2.0 WITH LLVM-exception	https://conda.anaconda.org/conda-forge/linux-64/libllvm15-15.0.7-hadd5161_0.conda	3fb9a9cfd2f5c79e8116c67f95d5a9b790ec66807ae0d8cebefc26fda9f836a7	70cbb0c2033665f2a7339bf0ec51a67f
shapemapper_make	libnghttp2	1.52.0	h61bc06f_0	MIT	https://conda.anaconda.org/conda-forge/linux-64/libnghttp2-1.52.0-h61bc06f_0.conda	ecd6b08c2b5abe7d1586428c4dd257dcfa00ee53700d79cdc8bca098fdfbd79a	613955a50485812985c059e7b269f42e
shapemapper_make	libnsl	2.0.0	h7f98852_0	GPL-2.0-only	https://conda.anaconda.org/conda-forge/linux-64/libnsl-2.0.0-h7f98852_0.tar.bz2	32f4fb94d99946b0dabfbbfd442b25852baf909637f2eed1ffe3baea15d02aad	39b1328babf85c7c3a61636d9cd50206
shapemapper_make	libogg	1.3.4	h7f98852_1	BSD-3-Clause	https://conda.anaconda.org/conda-forge/linux-64/libogg-1.3.4-h7f98852_1.tar.bz2	b88afeb30620b11bed54dac4295aa57252321446ba4e6babd7dce4b9ffde9b25	6e8cc2173440d77708196c5b93771680
shapemapper_make	libopenblas	0.3.21	pthreads_h78a6416_3	BSD-3-Clause	https://conda.anaconda.org/conda-forge/linux-64/libopenblas-0.3.21-pthreads_h78a6416_3.tar.bz2	018372af663987265cb3ca8f37ac8c22b5f39219f65a0c162b056a30af11bba0	8c5963a49b6035c40646a763293fbb35
shapemapper_make	libopus	1.3.1	h7f98852_1	BSD-3-Clause	https://conda.anaconda.org/conda-forge/linux-64/libopus-1.3.1-h7f98852_1.tar.bz2	0e1c2740ebd1c93226dc5387461bbcf8142c518f2092f3ea7551f77755decc8f	15345e56d527b330e1cacbdf58676e8f
shapemapper_make	libpng	1.6.39	h753d276_0	zlib-acknowledgement	https://conda.anaconda.org/conda-forge/linux-64/libpng-1.6.39-h753d276_0.conda	a32b36d34e4f2490b99bddbc77d01a674d304f667f0e62c89e02c961addef462	e1c890aebdebbfbf87e2c917187b4416
shapemapper_make	libpq	15.2	hb675445_0	PostgreSQL	https://conda.anaconda.org/conda-forge/linux-64/libpq-15.2-hb675445_0.conda	5693c492ca0280e62edd114d91b7aa9c81fa60276b594f31d18a852636603f9e	4654b17eccaba55b8581d6b9c77f53cc
shapemapper_make	librsvg	2.54.4	h7abd40a_0	LGPL-2.1-or-later	https://conda.anaconda.org/conda-forge/linux-64/librsvg-2.54.4-h7abd40a_0.tar.bz2	9b81f3854660e902a417e8194b43ed2f5d2a082227df28ba6804c68ac7c16aa0	921e53675ed5ea352f022b79abab076a
shapemapper_make	libsanitizer	11.3.0	h239ccf8_19	GPL-3.0-only WITH GCC-exception-3.1	https://conda.anaconda.org/conda-forge/linux-64/libsanitizer-11.3.0-h239ccf8_19.tar.bz2	5e53a50c9b5fd04790f4cc63aa74cd6172151246248438b9bc154392ebe0bd17	d17fd55aed84ab6592c5419b6600501c
shapemapper_make	libsndfile	1.2.0	hb75c966_0	LGPL-2.1-or-later	https://conda.anaconda.org/conda-forge/linux-64/libsndfile-1.2.0-hb75c966_0.conda	52ab2460d626d1cc95092daa4f7191f84d4950aeb9925484135f96af6b6391d8	c648d19cd9c8625898d5d370414de7c7
shapemapper_make	libsqlite	3.40.0	h753d276_0	Unlicense	https://conda.anaconda.org/conda-forge/linux-64/libsqlite-3.40.0-h753d276_0.tar.bz2	6008a0b914bd1a3510a3dba38eada93aa0349ebca3a21e5fa276833c8205bf49	2e5f9a37d487e1019fd4d8113adb2f9f
shapemapper_make	libssh2	1.10.0	hf14f497_3	BSD-3-Clause	https://conda.anaconda.org/conda-forge/linux-64/libssh2-1.10.0-hf14f497_3.tar.bz2	9a9a01f35d2d50326eb8ca7c0a92d0c45b2d0f77d9ea117680c70094ff480c0c	d85acad4b47dff4e3def14a769a97906
shapemapper_make	libstdcxx-devel_linux-64	11.3.0	h210ce93_19	GPL-3.0-only WITH GCC-exception-3.1	https://conda.anaconda.org/conda-forge/linux-64/libstdcxx-devel_linux-64-11.3.0-h210ce93_19.tar.bz2	abfcbf3a0f770be88eefebf84ae3a901da9e933799c9eecf3e9b06f34b00a0a5	8aee006c0662f551f3acef9a7077a5b9
shapemapper_make	libstdcxx-ng	12.2.0	h46fd767_19	GPL-3.0-only WITH GCC-exception-3.1	https://conda.anaconda.org/conda-forge/linux-64/libstdcxx-ng-12.2.0-h46fd767_19.tar.bz2	0289e6a7b9a5249161a3967909e12dcfb4ab4475cdede984635d3fb65c606f08	1030b1f38c129f2634eae026f704fe60
shapemapper_make	libsystemd0	252	h2a991cd_0	LGPL-2.1-or-later	https://conda.anaconda.org/conda-forge/linux-64/libsystemd0-252-h2a991cd_0.tar.bz2	a181e25a04207179da598a5a89747a026642341e193dca125620f5f4e268804a	3c5ae9f61f663b3d5e1bf7f7da0c85f5
shapemapper_make	libtiff	4.5.0	h6adf6a1_2	HPND	https://conda.anaconda.org/conda-forge/linux-64/libtiff-4.5.0-h6adf6a1_2.conda	e3e18d91fb282b61288d4fd2574dfa31f7ae90ef2737f96722fb6ad3257862ee	2e648a34072eb39d7c4fc2a9981c5f0c
shapemapper_make	libtool	2.4.7	h27087fc_0	GPL-2.0-or-later	https://conda.anaconda.org/conda-forge/linux-64/libtool-2.4.7-h27087fc_0.conda	345b3b580ef91557a82425ea3f432a70a8748c040deb14570b9f4dca4af3e3d1	f204c8ba400ec475452737094fb81d52
shapemapper_make	libudev1	253	h0b41bf4_0	LGPL-2.1-or-later	https://conda.anaconda.org/conda-forge/linux-64/libudev1-253-h0b41bf4_0.conda	b80c71742df82a2d7cededda82193a927a59bd4952ccd698f10ca25c2a7770e3	6c2addbd9aa4ee47c76d50c9f0df8cd6
shapemapper_make	libuuid	2.32.1	h7f98852_1000	BSD-3-Clause	https://conda.anaconda.org/conda-forge/linux-64/libuuid-2.32.1-h7f98852_1000.tar.bz2	54f118845498353c936826f8da79b5377d23032bcac8c4a02de2019e26c3f6b3	772d69f030955d9646d3d0eaf21d859d
shapemapper_make	libuv	1.44.2	h166bdaf_0	MIT	https://conda.anaconda.org/conda-forge/linux-64/libuv-1.44.2-h166bdaf_0.tar.bz2	dc14922a6d5cf7fde55c0aa8f6661d6871c6a2e94369e7455a8a5927c3065080	e5cb4fe581a18ca2185a016eb848fc00
shapemapper_make	libvorbis	1.3.7	h9c3ff4c_0	BSD-3-Clause	https://conda.anaconda.org/conda-forge/linux-64/libvorbis-1.3.7-h9c3ff4c_0.tar.bz2	53080d72388a57b3c31ad5805c93a7328e46ff22fab7c44ad2a86d712740af33	309dec04b70a3cc0f1e84a4013683bc0
shapemapper_make	libwebp	1.2.4	h1daa5a0_1	BSD-3-Clause	https://conda.anaconda.org/conda-forge/linux-64/libwebp-1.2.4-h1daa5a0_1.conda	43d563a16fe9db32b7d0be8d89968005f21139e9285dfe1fbfe9ae6647f1cc9f	77003f63d1763c1e6569a02c1742c9f4
shapemapper_make	libwebp-base	1.2.4	h166bdaf_0	BSD-3-Clause	https://conda.anaconda.org/conda-forge/linux-64/libwebp-base-1.2.4-h166bdaf_0.tar.bz2	221f2e138dd264b7394b88f08884d93825d38800a51415059e813c02467abfd1	ac2ccf7323d21f2994e4d1f5da664f37
shapemapper_make	libxcb	1.13	h7f98852_1004	MIT	https://conda.anaconda.org/conda-forge/linux-64/libxcb-1.13-h7f98852_1004.tar.bz2	8d5d24cbeda9282dd707edd3156e5fde2e3f3fe86c802fa7ce08c8f1e803bfd9	b3653fdc58d03face9724f602218a904
shapemapper_make	libxkbcommon	1.5.0	h79f4944_1	MIT/X11 Derivative	https://conda.anaconda.org/conda-forge/linux-64/libxkbcommon-1.5.0-h79f4944_1.conda	f57aa3eeeb4abbeeafb6e61fbffa6f89fa2434e914c1eb65551e6e0905b363aa	04a39cdd663f295653fc143851830563
shapemapper_make	libxml2	2.10.3	h7463322_0	MIT	https://conda.anaconda.org/conda-forge/linux-64/libxml2-2.10.3-h7463322_0.tar.bz2	b30713fb4477ff4f722280d956593e7e7a2cb705b7444dcc278de447432b43b1	3b933ea47ef8f330c4c068af25fcd6a8
shapemapper_make	libzlib	1.2.13	h166bdaf_4	Zlib	https://conda.anaconda.org/conda-forge/linux-64/libzlib-1.2.13-h166bdaf_4.tar.bz2	22f3663bcf294d349327e60e464a51cd59664a71b8ed70c28a9f512d10bc77dd	f3f9de449d32ca9b9c66a22863c96f41
shapemapper_make	lz4-c	1.9.4	hcb278e6_0	BSD-2-Clause	https://conda.anaconda.org/conda-forge/linux-64/lz4-c-1.9.4-hcb278e6_0.conda	1b4c105a887f9b2041219d57036f72c4739ab9e9fe5a1486f094e58c76b31f5f	318b08df404f9c9be5712aaa5a6f0bb0
shapemapper_make	matplotlib	3.6.2	py39hf3d152e_0	LicenseRef-PSF-2.0 and CC0-1.0	https://conda.anaconda.org/conda-forge/linux-64/matplotlib-3.6.2-py39hf3d152e_0.tar.bz2	abe595daac3b38e465f0f08b16ce229fca675fffb3f8154cea638ecd9c5417bf	03225b4745d1dee7bb19d81e41c773a0
shapemapper_make	matplotlib-base	3.6.2	py39h945d387_0	LicenseRef-PSF-based	https://repo.anaconda.com/pkgs/main/linux-64/matplotlib-base-3.6.2-py39h945d387_0.conda	dd2a76430d71a81363499814ff35a05a800efa5c87ff72925672ca25f0ec117e	4f5cb09d4c574c3bb9ac39b3b55e1647
shapemapper_make	mpg123	1.31.2	hcb278e6_0	LGPL-2.1-only	https://conda.anaconda.org/conda-forge/linux-64/mpg123-1.31.2-hcb278e6_0.conda	cc8cb2097e96d2420dd698951ab524b6c8268fa691d370020a0eae3e65197c04	08efb1e1813f1a151b7a945b972a049b
shapemapper_make	munkres	1.1.4	pyh9f0ad1d_0	Apache-2.0	https://conda.anaconda.org/conda-forge/noarch/munkres-1.1.4-pyh9f0ad1d_0.tar.bz2	f86fb22b58e93d04b6f25e0d811b56797689d598788b59dcb47f59045b568306	2ba8498c1018c1e9c61eb99b973dfe19
shapemapper_make	mysql-common	8.0.32	ha901b37_0		https://conda.anaconda.org/conda-forge/linux-64/mysql-common-8.0.32-ha901b37_0.conda	d7da5c1cc47656394933146ab30f6f3433553e8265ea1a4254bce441ab678199	6a39818710235826181e104aada40c75
shapemapper_make	mysql-libs	8.0.32	hd7da12d_0		https://conda.anaconda.org/conda-forge/linux-64/mysql-libs-8.0.32-hd7da12d_0.conda	903174761ce605d98410747e0072757da5278d57309148ef175af490aa791f38	b05d7ea8b76f1172d5fe4f30e03277ea
shapemapper_make	ncurses	6.3	h27087fc_1	X11 AND BSD-3-Clause	https://conda.anaconda.org/conda-forge/linux-64/ncurses-6.3-h27087fc_1.tar.bz2	b801e8cf4b2c9a30bce5616746c6c2a4e36427f045b46d9fc08a4ed40a9f7065	4acfc691e64342b9dae57cf2adc63238
shapemapper_make	nspr	4.35	h27087fc_0	MPL-2.0	https://conda.anaconda.org/conda-forge/linux-64/nspr-4.35-h27087fc_0.conda	8fadeebb2b7369a4f3b2c039a980d419f65c7b18267ba0c62588f9f894396d0c	da0ec11a6454ae19bff5b02ed881a2b1
shapemapper_make	nss	3.89	he45b914_0	MPL-2.0	https://conda.anaconda.org/conda-forge/linux-64/nss-3.89-he45b914_0.conda	6d512e4a7ffae4fed9feac2cb2037398c78ade47e5358fc79ac3e58494de0cad	2745719a58eeaab6657256a3f142f099
shapemapper_make	numpy	1.19.5	py39hd249d9e_3	BSD-3-Clause	https://conda.anaconda.org/conda-forge/linux-64/numpy-1.19.5-py39hd249d9e_3.tar.bz2	6ec8d7ade9e083de4f8a532d9e71d14e780cc9059a625b57174cc68f9a99b930	0cf333996ebdeeba8d1c8c1c0ee9eff9
shapemapper_make	openjdk	8.0.112	zulu8.19.0.1_3	GPLv2	https://conda.anaconda.org/conda-forge/linux-64/openjdk-8.0.112-zulu8.19.0.1_3.tar.bz2	14e90e90593065802e36147c801ed89c12924b695059aecc179a756eaf5386da	8fae7d2b2981ba59fbfaab89850ffc61
shapemapper_make	openjpeg	2.5.0	hfec8fc6_2	BSD-2-Clause	https://conda.anaconda.org/conda-forge/linux-64/openjpeg-2.5.0-hfec8fc6_2.conda	3cbfb1fe9bb492dcb672f98f0ddc7b4e029f51f77101d9c301caa3acaea8cba2	5ce6a42505c6e9e6151c54c3ec8d68ea
shapemapper_make	openssl	3.0.8	h0b41bf4_0	Apache-2.0	https://conda.anaconda.org/conda-forge/linux-64/openssl-3.0.8-h0b41bf4_0.conda	cd981c5c18463bc7a164fcf45c5cf697d58852b780b4dfa5e83c18c1fda6d7cd	e043403cd18faf815bf7705ab6c1e092
shapemapper_make	packaging	23.0	pyhd8ed1ab_0	Apache-2.0	https://conda.anaconda.org/conda-forge/noarch/packaging-23.0-pyhd8ed1ab_0.conda	00288f5e5e841711e8b8fef1f1242c858d8ef99ccbe5d7e0df4789d5d8d40645	1ff2e3ca41f0ce16afec7190db28288b
shapemapper_make	pango	1.50.14	hd33c08f_0	LGPL-2.1-or-later	https://conda.anaconda.org/conda-forge/linux-64/pango-1.50.14-hd33c08f_0.conda	80648fb4691839a81f83fe55f4353357d198cd75e61dbb61b815e39d577e87d2	a8b9e35dd7be2c945b0de4fe19a7c3a9
shapemapper_make	pcre2	10.40	hc3806b6_0	BSD-3-Clause	https://conda.anaconda.org/conda-forge/linux-64/pcre2-10.40-hc3806b6_0.tar.bz2	7a29ec847556eed4faa1646010baae371ced69059a4ade43851367a076d6108a	69e2c796349cd9b273890bee0febfe1b
shapemapper_make	perl	5.32.1	2_h7f98852_perl5	GPL-1.0-or-later OR Artistic-1.0-Perl	https://conda.anaconda.org/conda-forge/linux-64/perl-5.32.1-2_h7f98852_perl5.tar.bz2	a116c1d3c64a072280b441c43d893d341a1d37d16ec18afc76eee40299deabfa	09ba115862623f00962e9809ea248f1a
shapemapper_make	perl-threaded	5.32.1	hdfd78af_1	Perl	https://conda.anaconda.org/bioconda/noarch/perl-threaded-5.32.1-hdfd78af_1.tar.bz2	9bd22ce734711685b3ece4be2df6d754aa625cacce7f9c87486ce49ec53d4b5a	7ec21ca86ddac0449501c2463370b714
shapemapper_make	pillow	9.4.0	py39h2320bf1_1	LicenseRef-PIL	https://conda.anaconda.org/conda-forge/linux-64/pillow-9.4.0-py39h2320bf1_1.conda	77348588ae7cc8034b63e8a71b6695ba22761e1c531678e724cf06a12be3d1e2	d2f79132b9c8e416058a4cd84ef27b3d
shapemapper_make	pip	23.0.1	pyhd8ed1ab_0	MIT	https://conda.anaconda.org/conda-forge/noarch/pip-23.0.1-pyhd8ed1ab_0.conda	e1698cbf4964cd60a2885c0edbc654133cd0db5ac4cb568412250e577dbc42ad	8025ca83b8ba5430b640b83917c2a6f7
shapemapper_make	pixman	0.40.0	h36c2ea0_0	MIT	https://conda.anaconda.org/conda-forge/linux-64/pixman-0.40.0-h36c2ea0_0.tar.bz2	6a0630fff84b5a683af6185a6c67adc8bdfa2043047fcb251add0d352ef60e79	660e72c82f2e75a6b3fe6a6e75c79f19
shapemapper_make	ply	3.11	py_1	BSD 3-clause	https://conda.anaconda.org/conda-forge/noarch/ply-3.11-py_1.tar.bz2	2cd6fae8f9cbc806b7f828f006ae4a83c23fac917cacfd73c37ce322d4324e53	7205635cd71531943440fbfe3b6b5727
shapemapper_make	pthread-stubs	0.4	h36c2ea0_1001	MIT	https://conda.anaconda.org/conda-forge/linux-64/pthread-stubs-0.4-h36c2ea0_1001.tar.bz2	67c84822f87b641d89df09758da498b2d4558d47b920fd1d3fe6d3a871e000ff	22dad4df6e8630e8dff2428f6f6a7036
shapemapper_make	pulseaudio	16.1	ha8d29e2_1	LGPL-2.1-or-later	https://conda.anaconda.org/conda-forge/linux-64/pulseaudio-16.1-ha8d29e2_1.conda	aa2aa5b5e2430a3c3d8b24574e5e270c47026740cb706e9be31df81b0627afa6	dbfc2a8d63a43a11acf4c704e1ef9d0c
shapemapper_make	pyparsing	3.0.9	pyhd8ed1ab_0	MIT	https://conda.anaconda.org/conda-forge/noarch/pyparsing-3.0.9-pyhd8ed1ab_0.tar.bz2	4acc7151cef5920d130f2e0a7615559cce8bfb037aeecb14d4d359ae3d9bc51b	e8fbc1b54b25f4b08281467bc13b70cc
shapemapper_make	pyqt	5.15.7	py39h5c7b992_3	GPL-3.0-only	https://conda.anaconda.org/conda-forge/linux-64/pyqt-5.15.7-py39h5c7b992_3.conda	1dfa1bff6d1334682790063c889198671b477a95c71a3d73ff656b4d88ea542b	19e30314fe824605750da905febb8ee6
shapemapper_make	pyqt5-sip	12.11.0	py39h227be39_3	GPL-3.0-only	https://conda.anaconda.org/conda-forge/linux-64/pyqt5-sip-12.11.0-py39h227be39_3.conda	aff0befab89f536c4540dba017543d1616862b2d51350cb6d2875c294bd1b199	9e381db00691e26bcf670c3586397be1
shapemapper_make	python	3.9.12	h2660328_1_cpython	Python-2.0	https://conda.anaconda.org/conda-forge/linux-64/python-3.9.12-h2660328_1_cpython.tar.bz2	b6a81ac02df0fa274f86b99f6076d9322faa0b3e7d5eb66c735fd9e6b30f2770	ec06c83477a59cf285544b9a41927305
shapemapper_make	python-dateutil	2.8.2	pyhd8ed1ab_0	Apache-2.0	https://conda.anaconda.org/conda-forge/noarch/python-dateutil-2.8.2-pyhd8ed1ab_0.tar.bz2	54d7785c7678166aa45adeaccfc1d2b8c3c799ca2dc05d4a82bb39b1968bd7da	dd999d1cc9f79e67dbb855c8924c7984
shapemapper_make	python_abi	3.9	3_cp39	BSD-3-Clause	https://conda.anaconda.org/conda-forge/linux-64/python_abi-3.9-3_cp39.conda	89e8c4436dd04d8b4a0c13c508e930be56973a480a9714171969de953bdafd3a	0dd193187d54e585cac7eab942a8847e
shapemapper_make	qt-main	5.15.8	h5d23da1_6	LGPL-3.0-only	https://conda.anaconda.org/conda-forge/linux-64/qt-main-5.15.8-h5d23da1_6.conda	fd0b6b8365fd4d0e86476a3047ba6a281eea0bdfef770df83b897fd73e959dd9	59c73debd9405771690ddbbad6c57b69
shapemapper_make	readline	8.1.2	h0f457ee_0	GPL-3.0-only	https://conda.anaconda.org/conda-forge/linux-64/readline-8.1.2-h0f457ee_0.tar.bz2	f5f383193bdbe01c41cb0d6f99fec68e820875e842e6e8b392dbe1a9b6c43ed8	db2ebbe2943aae81ed051a6a9af8e0fa
shapemapper_make	rhash	1.4.3	h166bdaf_0	MIT	https://conda.anaconda.org/conda-forge/linux-64/rhash-1.4.3-h166bdaf_0.tar.bz2	3f7e1e46d0967f8d08026116aa84fda07bc93d11d44dc3c03a29ad9d3ffc63cc	0bcb0ab6faa796a22b40de3a41e3b2de
shapemapper_make	scikit-learn	1.1.2	py39he5e8d7e_0	BSD-3-Clause	https://conda.anaconda.org/conda-forge/linux-64/scikit-learn-1.1.2-py39he5e8d7e_0.tar.bz2	b9e2b4e7ac53aab5ca479d1bfe323fd6578e461824666546864efc41e1aa2d30	52c40321f32e147c5a692bcab1b20a0b
shapemapper_make	scipy	1.9.1	py39h8ba3f38_0	BSD-3-Clause	https://conda.anaconda.org/conda-forge/linux-64/scipy-1.9.1-py39h8ba3f38_0.tar.bz2	b6625b98de2831ed7e8b6f4d4a889444b0eb1926c9fed079fff65db9bdc91e44	beed054d4979cd70690aea2b257a6d55
shapemapper_make	setuptools	67.6.0	pyhd8ed1ab_0	MIT	https://conda.anaconda.org/conda-forge/noarch/setuptools-67.6.0-pyhd8ed1ab_0.conda	a5c48b1fc7c89c5c937475e9434a63af7ce2e591f8e51afd56e3b2e232a9989d	e18ed61c37145bb9b48d1d98801960f7
shapemapper_make	sip	6.7.7	py39h227be39_0	GPL-3.0-only	https://conda.anaconda.org/conda-forge/linux-64/sip-6.7.7-py39h227be39_0.conda	cbd7ddbe101dfe7d7241c5334e08c56fd9000400a099a2144ba95f63f90b9b45	7d9a35091552af3655151f164ddd64a3
shapemapper_make	six	1.16.0	pyh6c4a22f_0	MIT	https://conda.anaconda.org/conda-forge/noarch/six-1.16.0-pyh6c4a22f_0.tar.bz2	a85c38227b446f42c5b90d9b642f2c0567880c15d72492d8da074a59c8f91dd6	e5f25f8dbc060e9a8d912e432202afc2
shapemapper_make	sqlite	3.40.0	h4ff8645_0	Unlicense	https://conda.anaconda.org/conda-forge/linux-64/sqlite-3.40.0-h4ff8645_0.tar.bz2	baf0e77938e5215653aa6609ff154cb94aeb0a08083ff8dec2d3ba8dd62263e9	bb11803129cbbb53ed56f9506ff74145
shapemapper_make	star	2.5.2a	0	GPLv3	https://conda.anaconda.org/bioconda/linux-64/star-2.5.2a-0.tar.bz2	7af6e4aa48ade269e4e9435da02ce01dae45c8072af8a0045fde131d5f6c3da2	38605f26c473de9fd442ab177f774a0c
shapemapper_make	sysroot_linux-64	2.12	he073ed8_15	LGPL-2.0-or-later AND LGPL-2.0-or-later WITH exceptions AND GPL-2.0-or-later AND MPL-2.0	https://conda.anaconda.org/conda-forge/noarch/sysroot_linux-64-2.12-he073ed8_15.tar.bz2	8498c73b60a7ea6faedf36204ec5a339c78d430fa838860f2b9d5d3a1c354eff	66c192522eacf5bb763568b4e415d133
